"시군구별","유형별","진료과목별","시점","전문의수[명]",
"영등포구","병상없음","예방의학과","2015년","1",
"동작구","상급종합","내과","2015년","54",
"동작구","상급종합","신경과","2015년","6",
"동작구","상급종합","정신건강의학과","2015년","9",
"동작구","상급종합","외과","2015년","12",
"동작구","상급종합","정형외과","2015년","7",
"동작구","상급종합","신경외과","2015년","6",
"동작구","상급종합","흉부외과","2015년","4",
"동작구","상급종합","성형외과","2015년","3",
"동작구","상급종합","마취통증의학과","2015년","13",
"동작구","상급종합","산부인과","2015년","10",
"동작구","상급종합","소아청소년과","2015년","7",
"동작구","상급종합","안과","2015년","7",
"동작구","상급종합","이비인후과","2015년","6",
"동작구","상급종합","피부과","2015년","7",
"동작구","상급종합","비뇨기과","2015년","6",
"동작구","상급종합","영상의학과","2015년","22",
"동작구","상급종합","방사선종양학과","2015년","2",
"동작구","상급종합","병리과","2015년","7",
"동작구","상급종합","진단검사의학과","2015년","4",
"동작구","상급종합","재활의학과","2015년","4",
"동작구","상급종합","핵의학과","2015년","2",
"동작구","상급종합","가정의학과","2015년","5",
"동작구","상급종합","응급의학과","2015년","5",
"동작구","500병상이상","내과","2015년","46",
"동작구","500병상이상","신경과","2015년","7",
"동작구","500병상이상","정신건강의학과","2015년","4",
"동작구","500병상이상","외과","2015년","10",
"동작구","500병상이상","정형외과","2015년","16",
"동작구","500병상이상","신경외과","2015년","5",
"동작구","500병상이상","흉부외과","2015년","5",
"동작구","500병상이상","성형외과","2015년","2",
"동작구","500병상이상","마취통증의학과","2015년","10",
"동작구","500병상이상","산부인과","2015년","7",
"동작구","500병상이상","소아청소년과","2015년","6",
"동작구","500병상이상","안과","2015년","6",
"동작구","500병상이상","이비인후과","2015년","6",
"동작구","500병상이상","피부과","2015년","3",
"동작구","500병상이상","비뇨기과","2015년","4",
"동작구","500병상이상","영상의학과","2015년","15",
"동작구","500병상이상","방사선종양학과","2015년","1",
"동작구","500병상이상","병리과","2015년","4",
"동작구","500병상이상","진단검사의학과","2015년","3",
"동작구","500병상이상","재활의학과","2015년","3",
"동작구","500병상이상","핵의학과","2015년","2",
"동작구","500병상이상","가정의학과","2015년","2",
"동작구","500병상이상","응급의학과","2015년","4",
"동작구","500병상이상","예방의학과","2015년","1",
"동작구","100병상이상","내과","2015년","3",
"동작구","100병상이상","외과","2015년","1",
"동작구","100병상이상","정형외과","2015년","3",
"동작구","100병상이상","신경외과","2015년","2",
"동작구","100병상이상","마취통증의학과","2015년","1",
"동작구","100병상이상","산부인과","2015년","1",
"동작구","100병상이상","영상의학과","2015년","1",
"동작구","30~99병상","내과","2015년","2",
"동작구","30~99병상","정형외과","2015년","8",
"동작구","30~99병상","신경외과","2015년","6",
"동작구","30~99병상","마취통증의학과","2015년","8",
"동작구","30~99병상","산부인과","2015년","10",
"동작구","30~99병상","소아청소년과","2015년","1",
"동작구","30~99병상","영상의학과","2015년","4",
"동작구","30~99병상","가정의학과","2015년","1",
"동작구","100~299병상","내과","2015년","3",
"동작구","100~299병상","신경과","2015년","2",
"동작구","100~299병상","흉부외과","2015년","1",
"동작구","100~299병상","재활의학과","2015년","3",
"동작구","100~299병상","가정의학과","2015년","1",
"동작구","병상있음","외과","2015년","6",
"동작구","병상있음","정형외과","2015년","9",
"동작구","병상있음","흉부외과","2015년","2",
"동작구","병상있음","성형외과","2015년","1",
"동작구","병상있음","마취통증의학과","2015년","3",
"동작구","병상있음","산부인과","2015년","6",
"동작구","병상있음","이비인후과","2015년","7",
"동작구","병상있음","영상의학과","2015년","2",
"동작구","병상있음","가정의학과","2015년","1",
"동작구","병상없음","내과","2015년","45",
"동작구","병상없음","정신건강의학과","2015년","8",
"동작구","병상없음","외과","2015년","6",
"동작구","병상없음","정형외과","2015년","11",
"동작구","병상없음","신경외과","2015년","1",
"동작구","병상없음","흉부외과","2015년","1",
"동작구","병상없음","성형외과","2015년","2",
"동작구","병상없음","마취통증의학과","2015년","12",
"동작구","병상없음","산부인과","2015년","12",
"동작구","병상없음","소아청소년과","2015년","22",
"동작구","병상없음","안과","2015년","17",
"동작구","병상없음","이비인후과","2015년","21",
"동작구","병상없음","피부과","2015년","15",
"동작구","병상없음","비뇨기과","2015년","10",
"동작구","병상없음","영상의학과","2015년","3",
"동작구","병상없음","결핵과","2015년","2",
"동작구","병상없음","재활의학과","2015년","6",
"동작구","병상없음","가정의학과","2015년","40",
"관악구","100~299병상","내과","2015년","19",
"관악구","100~299병상","신경과","2015년","1",
"관악구","100~299병상","정신건강의학과","2015년","1",
"관악구","100~299병상","외과","2015년","5",
"관악구","100~299병상","정형외과","2015년","5",
"관악구","100~299병상","신경외과","2015년","3",
"관악구","100~299병상","흉부외과","2015년","1",
"관악구","100~299병상","성형외과","2015년","1",
"관악구","100~299병상","마취통증의학과","2015년","3",
"관악구","100~299병상","산부인과","2015년","4",
"관악구","100~299병상","소아청소년과","2015년","1",
"관악구","100~299병상","이비인후과","2015년","1",
"관악구","100~299병상","비뇨기과","2015년","1",
"관악구","100~299병상","영상의학과","2015년","5",
"관악구","100~299병상","병리과","2015년","1",
"관악구","100~299병상","진단검사의학과","2015년","2",
"관악구","100~299병상","재활의학과","2015년","1",
"관악구","100~299병상","가정의학과","2015년","3",
"관악구","100~299병상","응급의학과","2015년","6",
"관악구","30~99병상","내과","2015년","5",
"관악구","30~99병상","정형외과","2015년","12",
"관악구","30~99병상","신경외과","2015년","7",
"관악구","30~99병상","마취통증의학과","2015년","2",
"관악구","30~99병상","산부인과","2015년","3",
"관악구","30~99병상","영상의학과","2015년","7",
"관악구","30~99병상","가정의학과","2015년","1",
"관악구","300병상이상","내과","2015년","2",
"관악구","300병상이상","신경과","2015년","1",
"관악구","300병상이상","외과","2015년","1",
"관악구","300병상이상","신경외과","2015년","1",
"관악구","300병상이상","소아청소년과","2015년","1",
"관악구","300병상이상","재활의학과","2015년","2",
"관악구","100~299병상","내과","2015년","3",
"관악구","100~299병상","정형외과","2015년","1",
"관악구","100~299병상","산부인과","2015년","1",
"관악구","100~299병상","재활의학과","2015년","1",
"관악구","100~299병상","가정의학과","2015년","1",
"관악구","병상있음","내과","2015년","3",
"관악구","병상있음","정신건강의학과","2015년","2",
"관악구","병상있음","외과","2015년","12",
"관악구","병상있음","정형외과","2015년","16",
"관악구","병상있음","신경외과","2015년","2",
"관악구","병상있음","마취통증의학과","2015년","5",
"관악구","병상있음","산부인과","2015년","22",
"관악구","병상있음","소아청소년과","2015년","5",
"관악구","병상있음","안과","2015년","6",
"관악구","병상있음","이비인후과","2015년","15",
"관악구","병상있음","비뇨기과","2015년","3",
"관악구","병상있음","영상의학과","2015년","1",
"관악구","병상있음","방사선종양학과","2015년","1",
"관악구","병상있음","가정의학과","2015년","2",
"관악구","병상있음","예방의학과","2015년","1",
"관악구","병상없음","내과","2015년","53",
"관악구","병상없음","신경과","2015년","2",
"관악구","병상없음","정신건강의학과","2015년","12",
"관악구","병상없음","외과","2015년","10",
"관악구","병상없음","정형외과","2015년","9",
"관악구","병상없음","신경외과","2015년","2",
"관악구","병상없음","흉부외과","2015년","1",
"관악구","병상없음","성형외과","2015년","3",
"관악구","병상없음","마취통증의학과","2015년","11",
"관악구","병상없음","산부인과","2015년","21",
"관악구","병상없음","소아청소년과","2015년","29",
"관악구","병상없음","안과","2015년","12",
"관악구","병상없음","이비인후과","2015년","11",
"관악구","병상없음","피부과","2015년","15",
"관악구","병상없음","비뇨기과","2015년","8",
"관악구","병상없음","영상의학과","2015년","2",
"관악구","병상없음","재활의학과","2015년","5",
"관악구","병상없음","가정의학과","2015년","37",
"관악구","병상없음","응급의학과","2015년","2",
"서초구","상급종합","내과","2015년","125",
"서초구","상급종합","신경과","2015년","8",
"서초구","상급종합","정신건강의학과","2015년","13",
"서초구","상급종합","외과","2015년","38",
"서초구","상급종합","정형외과","2015년","20",
"서초구","상급종합","신경외과","2015년","17",
"서초구","상급종합","흉부외과","2015년","13",
"서초구","상급종합","성형외과","2015년","6",
"서초구","상급종합","마취통증의학과","2015년","29",
"서초구","상급종합","산부인과","2015년","22",
"서초구","상급종합","소아청소년과","2015년","26",
"서초구","상급종합","안과","2015년","27",
"서초구","상급종합","이비인후과","2015년","12",
"서초구","상급종합","피부과","2015년","5",
"서초구","상급종합","비뇨기과","2015년","12",
"서초구","상급종합","영상의학과","2015년","39",
"서초구","상급종합","방사선종양학과","2015년","4",
"서초구","상급종합","병리과","2015년","13",
"서초구","상급종합","진단검사의학과","2015년","10",
"서초구","상급종합","재활의학과","2015년","7",
"서초구","상급종합","핵의학과","2015년","5",
"서초구","상급종합","가정의학과","2015년","10",
"서초구","상급종합","응급의학과","2015년","7",
"서초구","상급종합","직업환경의학과","2015년","5",
"서초구","100병상이상","내과","2015년","1",
"서초구","100병상이상","정신건강의학과","2015년","3",
"서초구","100병상이상","외과","2015년","1",
"서초구","100병상이상","정형외과","2015년","11",
"서초구","100병상이상","신경외과","2015년","1",
"서초구","100병상이상","마취통증의학과","2015년","4",
"서초구","100병상이상","소아청소년과","2015년","7",
"서초구","100병상이상","영상의학과","2015년","2",
"서초구","100병상이상","재활의학과","2015년","1",
"서초구","30~99병상","내과","2015년","9",
"서초구","30~99병상","신경과","2015년","1",
"서초구","30~99병상","외과","2015년","19",
"서초구","30~99병상","정형외과","2015년","8",
"서초구","30~99병상","신경외과","2015년","14",
"서초구","30~99병상","흉부외과","2015년","1",
"서초구","30~99병상","성형외과","2015년","1",
"서초구","30~99병상","마취통증의학과","2015년","16",
"서초구","30~99병상","비뇨기과","2015년","2",
"서초구","30~99병상","영상의학과","2015년","7",
"서초구","30~99병상","병리과","2015년","1",
"서초구","30~99병상","가정의학과","2015년","15",
"서초구","30~99병상","내과","2015년","2",
"서초구","30~99병상","정형외과","2015년","1",
"서초구","30~99병상","신경외과","2015년","1",
"서초구","30~99병상","진단검사의학과","2015년","1",
"서초구","병상있음","내과","2015년","7",
"서초구","병상있음","신경과","2015년","2",
"서초구","병상있음","정신건강의학과","2015년","2",
"서초구","병상있음","외과","2015년","12",
"서초구","병상있음","정형외과","2015년","6",
"서초구","병상있음","신경외과","2015년","2",
"서초구","병상있음","흉부외과","2015년","1",
"서초구","병상있음","성형외과","2015년","24",
"서초구","병상있음","마취통증의학과","2015년","16",
"서초구","병상있음","산부인과","2015년","17",
"서초구","병상있음","소아청소년과","2015년","2",
"서초구","병상있음","안과","2015년","11",
"서초구","병상있음","이비인후과","2015년","20",
"서초구","병상있음","비뇨기과","2015년","4",
"서초구","병상있음","영상의학과","2015년","5",
"서초구","병상있음","진단검사의학과","2015년","1",
"서초구","병상있음","재활의학과","2015년","1",
"서초구","병상있음","가정의학과","2015년","7",
"서초구","병상있음","직업환경의학과","2015년","2",
"서초구","병상없음","내과","2015년","77",
"서초구","병상없음","신경과","2015년","7",
"서초구","병상없음","정신건강의학과","2015년","36",
"서초구","병상없음","외과","2015년","21",
"서초구","병상없음","정형외과","2015년","15",
"서초구","병상없음","신경외과","2015년","3",
"서초구","병상없음","흉부외과","2015년","4",
"서초구","병상없음","성형외과","2015년","49",
"서초구","병상없음","마취통증의학과","2015년","20",
"서초구","병상없음","산부인과","2015년","46",
"서초구","병상없음","소아청소년과","2015년","41",
"서초구","병상없음","안과","2015년","50",
"서초구","병상없음","이비인후과","2015년","23",
"서초구","병상없음","피부과","2015년","65",
"서초구","병상없음","비뇨기과","2015년","25",
"서초구","병상없음","영상의학과","2015년","7",
"서초구","병상없음","병리과","2015년","6",
"서초구","병상없음","진단검사의학과","2015년","12",
"서초구","병상없음","결핵과","2015년","1",
"서초구","병상없음","재활의학과","2015년","12",
"서초구","병상없음","가정의학과","2015년","66",
"서초구","병상없음","응급의학과","2015년","1",
"서초구","병상없음","직업환경의학과","2015년","2",
"서초구","병상없음","예방의학과","2015년","2",
"강남구","상급종합","내과","2015년","255",
"강남구","상급종합","신경과","2015년","44",
"강남구","상급종합","정신건강의학과","2015년","22",
"강남구","상급종합","외과","2015년","93",
"강남구","상급종합","정형외과","2015년","38",
"강남구","상급종합","신경외과","2015년","39",
"강남구","상급종합","흉부외과","2015년","30",
"강남구","상급종합","성형외과","2015년","14",
"강남구","상급종합","마취통증의학과","2015년","65",
"강남구","상급종합","산부인과","2015년","34",
"강남구","상급종합","소아청소년과","2015년","51",
"강남구","상급종합","안과","2015년","26",
"강남구","상급종합","이비인후과","2015년","23",
"강남구","상급종합","피부과","2015년","10",
"강남구","상급종합","비뇨기과","2015년","24",
"강남구","상급종합","영상의학과","2015년","124",
"강남구","상급종합","방사선종양학과","2015년","17",
"강남구","상급종합","병리과","2015년","30",
"강남구","상급종합","진단검사의학과","2015년","21",
"강남구","상급종합","재활의학과","2015년","17",
"강남구","상급종합","핵의학과","2015년","9",
"강남구","상급종합","가정의학과","2015년","22",
"강남구","상급종합","응급의학과","2015년","20",
"강남구","상급종합","예방의학과","2015년","3",
"강남구","100~299병상","내과","2015년","11",
"강남구","100~299병상","정신건강의학과","2015년","1",
"강남구","100~299병상","외과","2015년","11",
"강남구","100~299병상","정형외과","2015년","1",
"강남구","100~299병상","마취통증의학과","2015년","7",
"강남구","100~299병상","산부인과","2015년","43",
"강남구","100~299병상","소아청소년과","2015년","8",
"강남구","100~299병상","비뇨기과","2015년","5",
"강남구","100~299병상","영상의학과","2015년","6",
"강남구","100~299병상","병리과","2015년","4",
"강남구","100~299병상","진단검사의학과","2015년","3",
"강남구","100~299병상","응급의학과","2015년","4",
"강남구","100병상이상","내과","2015년","7",
"강남구","100병상이상","신경과","2015년","1",
"강남구","100병상이상","외과","2015년","4",
"강남구","100병상이상","정형외과","2015년","15",
"강남구","100병상이상","신경외과","2015년","23",
"강남구","100병상이상","성형외과","2015년","1",
"강남구","100병상이상","마취통증의학과","2015년","8",
"강남구","100병상이상","산부인과","2015년","4",
"강남구","100병상이상","소아청소년과","2015년","1",
"강남구","100병상이상","이비인후과","2015년","1",
"강남구","100병상이상","영상의학과","2015년","6",
"강남구","100병상이상","재활의학과","2015년","6",
"강남구","30~99병상","내과","2015년","21",
"강남구","30~99병상","정신건강의학과","2015년","1",
"강남구","30~99병상","외과","2015년","15",
"강남구","30~99병상","정형외과","2015년","31",
"강남구","30~99병상","신경외과","2015년","18",
"강남구","30~99병상","성형외과","2015년","21",
"강남구","30~99병상","마취통증의학과","2015년","31",
"강남구","30~99병상","산부인과","2015년","21",
"강남구","30~99병상","소아청소년과","2015년","1",
"강남구","30~99병상","안과","2015년","17",
"강남구","30~99병상","이비인후과","2015년","18",
"강남구","30~99병상","피부과","2015년","2",
"강남구","30~99병상","비뇨기과","2015년","1",
"강남구","30~99병상","영상의학과","2015년","19",
"강남구","30~99병상","재활의학과","2015년","2",
"강남구","30~99병상","핵의학과","2015년","2",
"강남구","30~99병상","가정의학과","2015년","11",
"강남구","300병상이상","내과","2015년","2",
"강남구","300병상이상","신경과","2015년","2",
"강남구","300병상이상","재활의학과","2015년","4",
"강남구","100~299병상","정신건강의학과","2015년","1",
"강남구","100~299병상","재활의학과","2015년","1",
"강남구","100~299병상","가정의학과","2015년","1",
"강남구","병상있음","내과","2015년","53",
"강남구","병상있음","신경과","2015년","6",
"강남구","병상있음","정신건강의학과","2015년","4",
"강남구","병상있음","외과","2015년","45",
"강남구","병상있음","정형외과","2015년","26",
"강남구","병상있음","신경외과","2015년","5",
"강남구","병상있음","흉부외과","2015년","4",
"강남구","병상있음","성형외과","2015년","111",
"강남구","병상있음","마취통증의학과","2015년","34",
"강남구","병상있음","산부인과","2015년","66",
"강남구","병상있음","소아청소년과","2015년","9",
"강남구","병상있음","안과","2015년","29",
"강남구","병상있음","이비인후과","2015년","53",
"강남구","병상있음","피부과","2015년","9",
"강남구","병상있음","비뇨기과","2015년","26",
"강남구","병상있음","영상의학과","2015년","29",
"강남구","병상있음","병리과","2015년","1",
"강남구","병상있음","진단검사의학과","2015년","1",
"강남구","병상있음","재활의학과","2015년","5",
"강남구","병상있음","가정의학과","2015년","23",
"강남구","병상있음","응급의학과","2015년","1",
"강남구","병상없음","내과","2015년","138",
"강남구","병상없음","신경과","2015년","5",
"강남구","병상없음","정신건강의학과","2015년","66",
"강남구","병상없음","외과","2015년","47",
"강남구","병상없음","정형외과","2015년","27",
"강남구","병상없음","신경외과","2015년","5",
"강남구","병상없음","흉부외과","2015년","10",
"강남구","병상없음","성형외과","2015년","358",
"강남구","병상없음","마취통증의학과","2015년","42",
"강남구","병상없음","산부인과","2015년","112",
"강남구","병상없음","소아청소년과","2015년","42",
"강남구","병상없음","안과","2015년","85",
"강남구","병상없음","이비인후과","2015년","54",
"강남구","병상없음","피부과","2015년","168",
"강남구","병상없음","비뇨기과","2015년","51",
"강남구","병상없음","영상의학과","2015년","30",
"강남구","병상없음","방사선종양학과","2015년","1",
"강남구","병상없음","병리과","2015년","17",
"강남구","병상없음","진단검사의학과","2015년","5",
"강남구","병상없음","결핵과","2015년","1",
"강남구","병상없음","재활의학과","2015년","18",
"강남구","병상없음","가정의학과","2015년","194",
"강남구","병상없음","응급의학과","2015년","6",
"강남구","병상없음","직업환경의학과","2015년","5",
"송파구","상급종합","내과","2015년","241",
"송파구","상급종합","신경과","2015년","27",
"송파구","상급종합","정신건강의학과","2015년","16",
"송파구","상급종합","외과","2015년","86",
"송파구","상급종합","정형외과","2015년","33",
"송파구","상급종합","신경외과","2015년","26",
"송파구","상급종합","흉부외과","2015년","25",
"송파구","상급종합","성형외과","2015년","9",
"송파구","상급종합","마취통증의학과","2015년","63",
"송파구","상급종합","산부인과","2015년","29",
"송파구","상급종합","소아청소년과","2015년","40",
"송파구","상급종합","안과","2015년","22",
"송파구","상급종합","이비인후과","2015년","20",
"송파구","상급종합","피부과","2015년","9",
"송파구","상급종합","비뇨기과","2015년","20",
"송파구","상급종합","영상의학과","2015년","113",
"송파구","상급종합","방사선종양학과","2015년","12",
"송파구","상급종합","병리과","2015년","27",
"송파구","상급종합","진단검사의학과","2015년","17",
"송파구","상급종합","재활의학과","2015년","11",
"송파구","상급종합","핵의학과","2015년","9",
"송파구","상급종합","가정의학과","2015년","10",
"송파구","상급종합","응급의학과","2015년","15",
"송파구","300~499병상","내과","2015년","15",
"송파구","300~499병상","신경과","2015년","2",
"송파구","300~499병상","정신건강의학과","2015년","2",
"송파구","300~499병상","외과","2015년","5",
"송파구","300~499병상","정형외과","2015년","6",
"송파구","300~499병상","신경외과","2015년","2",
"송파구","300~499병상","흉부외과","2015년","1",
"송파구","300~499병상","성형외과","2015년","1",
"송파구","300~499병상","마취통증의학과","2015년","2",
"송파구","300~499병상","산부인과","2015년","2",
"송파구","300~499병상","소아청소년과","2015년","5",
"송파구","300~499병상","안과","2015년","2",
"송파구","300~499병상","이비인후과","2015년","4",
"송파구","300~499병상","피부과","2015년","2",
"송파구","300~499병상","비뇨기과","2015년","4",
"송파구","300~499병상","영상의학과","2015년","3",
"송파구","300~499병상","병리과","2015년","1",
"송파구","300~499병상","진단검사의학과","2015년","1",
"송파구","300~499병상","재활의학과","2015년","1",
"송파구","300~499병상","핵의학과","2015년","1",
"송파구","300~499병상","가정의학과","2015년","3",
"송파구","300~499병상","응급의학과","2015년","1",
"송파구","100병상이상","내과","2015년","4",
"송파구","100병상이상","정신건강의학과","2015년","4",
"송파구","100병상이상","외과","2015년","1",
"송파구","100병상이상","정형외과","2015년","11",
"송파구","100병상이상","신경외과","2015년","2",
"송파구","100병상이상","마취통증의학과","2015년","1",
"송파구","100병상이상","영상의학과","2015년","4",
"송파구","100병상이상","가정의학과","2015년","2",
"송파구","100병상이상","응급의학과","2015년","1",
"송파구","30~99병상","내과","2015년","13",
"송파구","30~99병상","외과","2015년","17",
"송파구","30~99병상","정형외과","2015년","18",
"송파구","30~99병상","신경외과","2015년","2",
"송파구","30~99병상","성형외과","2015년","2",
"송파구","30~99병상","마취통증의학과","2015년","5",
"송파구","30~99병상","산부인과","2015년","6",
"송파구","30~99병상","영상의학과","2015년","6",
"송파구","30~99병상","가정의학과","2015년","2",
"송파구","100~299병상","내과","2015년","4",
"송파구","100~299병상","신경과","2015년","2",
"송파구","100~299병상","외과","2015년","3",
"송파구","100~299병상","신경외과","2015년","1",
"송파구","100~299병상","이비인후과","2015년","1",
"송파구","100~299병상","재활의학과","2015년","6",
"송파구","100~299병상","가정의학과","2015년","4",
"송파구","30~99병상","재활의학과","2015년","1",
"송파구","30~99병상","가정의학과","2015년","1",
"송파구","병상있음","내과","2015년","4",
"송파구","병상있음","신경과","2015년","1",
"송파구","병상있음","정신건강의학과","2015년","3",
"송파구","병상있음","외과","2015년","9",
"송파구","병상있음","정형외과","2015년","15",
"송파구","병상있음","신경외과","2015년","2",
"송파구","병상있음","마취통증의학과","2015년","8",
"송파구","병상있음","산부인과","2015년","26",
"송파구","병상있음","소아청소년과","2015년","4",
"송파구","병상있음","안과","2015년","1",
"송파구","병상있음","이비인후과","2015년","9",
"송파구","병상있음","비뇨기과","2015년","1",
"송파구","병상있음","영상의학과","2015년","2",
"송파구","병상있음","재활의학과","2015년","3",
"송파구","병상있음","가정의학과","2015년","3",
"송파구","병상없음","내과","2015년","78",
"송파구","병상없음","신경과","2015년","2",
"송파구","병상없음","정신건강의학과","2015년","21",
"송파구","병상없음","외과","2015년","15",
"송파구","병상없음","정형외과","2015년","13",
"송파구","병상없음","신경외과","2015년","2",
"송파구","병상없음","성형외과","2015년","4",
"송파구","병상없음","마취통증의학과","2015년","22",
"송파구","병상없음","산부인과","2015년","35",
"송파구","병상없음","소아청소년과","2015년","60",
"송파구","병상없음","안과","2015년","32",
"송파구","병상없음","이비인후과","2015년","36",
"송파구","병상없음","피부과","2015년","40",
"송파구","병상없음","비뇨기과","2015년","18",
"송파구","병상없음","영상의학과","2015년","8",
"송파구","병상없음","병리과","2015년","3",
"송파구","병상없음","진단검사의학과","2015년","4",
"송파구","병상없음","재활의학과","2015년","5",
"송파구","병상없음","가정의학과","2015년","45",
"송파구","병상없음","응급의학과","2015년","1",
"강동구","500병상이상","내과","2015년","109",
"강동구","500병상이상","신경과","2015년","15",
"강동구","500병상이상","정신건강의학과","2015년","11",
"강동구","500병상이상","외과","2015년","28",
"강동구","500병상이상","정형외과","2015년","28",
"강동구","500병상이상","신경외과","2015년","17",
"강동구","500병상이상","흉부외과","2015년","8",
"강동구","500병상이상","성형외과","2015년","4",
"강동구","500병상이상","마취통증의학과","2015년","17",
"강동구","500병상이상","산부인과","2015년","14",
"강동구","500병상이상","소아청소년과","2015년","15",
"강동구","500병상이상","안과","2015년","13",
"강동구","500병상이상","이비인후과","2015년","15",
"강동구","500병상이상","피부과","2015년","9",
"강동구","500병상이상","비뇨기과","2015년","14",
"강동구","500병상이상","영상의학과","2015년","34",
"강동구","500병상이상","방사선종양학과","2015년","4",
"강동구","500병상이상","병리과","2015년","10",
"강동구","500병상이상","진단검사의학과","2015년","10",
"강동구","500병상이상","재활의학과","2015년","12",
"강동구","500병상이상","핵의학과","2015년","3",
"강동구","500병상이상","가정의학과","2015년","5",
"강동구","500병상이상","응급의학과","2015년","11",
"강동구","100병상이상","신경과","2015년","1",
"강동구","100병상이상","재활의학과","2015년","1",
"강동구","30~99병상","내과","2015년","9",
"강동구","30~99병상","외과","2015년","9",
"강동구","30~99병상","정형외과","2015년","18",
"강동구","30~99병상","신경외과","2015년","6",
"강동구","30~99병상","마취통증의학과","2015년","5",
"강동구","30~99병상","산부인과","2015년","10",
"강동구","30~99병상","소아청소년과","2015년","2",
"강동구","30~99병상","안과","2015년","9",
"강동구","30~99병상","영상의학과","2015년","9",
"강동구","30~99병상","가정의학과","2015년","5",
"강동구","30~99병상","직업환경의학과","2015년","1",
"강동구","300병상이상","내과","2015년","6",
"강동구","300병상이상","신경과","2015년","3",
"강동구","300병상이상","외과","2015년","1",
"강동구","300병상이상","재활의학과","2015년","2",
"강동구","300병상이상","가정의학과","2015년","3",
"강동구","100~299병상","내과","2015년","4",
"강동구","100~299병상","신경과","2015년","2",
"강동구","100~299병상","정형외과","2015년","2",
"강동구","100~299병상","신경외과","2015년","1",
"강동구","100~299병상","재활의학과","2015년","2",
"강동구","100~299병상","가정의학과","2015년","2",
"강동구","병상있음","내과","2015년","10",
"강동구","병상있음","정신건강의학과","2015년","1",
"강동구","병상있음","외과","2015년","11",
"강동구","병상있음","정형외과","2015년","11",
"강동구","병상있음","신경외과","2015년","4",
"강동구","병상있음","마취통증의학과","2015년","8",
"강동구","병상있음","산부인과","2015년","15",
"강동구","병상있음","소아청소년과","2015년","3",
"강동구","병상있음","안과","2015년","3",
"강동구","병상있음","이비인후과","2015년","18",
"강동구","병상있음","비뇨기과","2015년","5",
"강동구","병상있음","가정의학과","2015년","4",
"강동구","병상없음","내과","2015년","66",
"강동구","병상없음","신경과","2015년","5",
"강동구","병상없음","정신건강의학과","2015년","16",
"강동구","병상없음","외과","2015년","6",
"강동구","병상없음","정형외과","2015년","19",
"강동구","병상없음","신경외과","2015년","2",
"강동구","병상없음","흉부외과","2015년","1",
"강동구","병상없음","성형외과","2015년","2",
"강동구","병상없음","마취통증의학과","2015년","14",
"강동구","병상없음","산부인과","2015년","20",
"강동구","병상없음","소아청소년과","2015년","29",
"강동구","병상없음","안과","2015년","20",
"강동구","병상없음","이비인후과","2015년","15",
"강동구","병상없음","피부과","2015년","22",
"강동구","병상없음","비뇨기과","2015년","14",
"강동구","병상없음","영상의학과","2015년","4",
"강동구","병상없음","병리과","2015년","3",
"강동구","병상없음","진단검사의학과","2015년","4",
"강동구","병상없음","재활의학과","2015년","7",
"강동구","병상없음","가정의학과","2015년","22",
"부산","상급종합","내과","2015년","202",
"부산","상급종합","신경과","2015년","35",
"부산","상급종합","정신건강의학과","2015년","18",
"부산","상급종합","외과","2015년","73",
"부산","상급종합","정형외과","2015년","38",
"부산","상급종합","신경외과","2015년","32",
"부산","상급종합","흉부외과","2015년","32",
"부산","상급종합","성형외과","2015년","15",
"부산","상급종합","마취통증의학과","2015년","30",
"부산","상급종합","산부인과","2015년","26",
"부산","상급종합","소아청소년과","2015년","27",
"부산","상급종합","안과","2015년","29",
"부산","상급종합","이비인후과","2015년","31",
"부산","상급종합","피부과","2015년","11",
"부산","상급종합","비뇨기과","2015년","22",
"부산","상급종합","영상의학과","2015년","61",
"부산","상급종합","방사선종양학과","2015년","14",
"부산","상급종합","병리과","2015년","26",
"부산","상급종합","진단검사의학과","2015년","18",
"부산","상급종합","재활의학과","2015년","18",
"부산","상급종합","핵의학과","2015년","11",
"부산","상급종합","가정의학과","2015년","21",
"부산","상급종합","응급의학과","2015년","17",
"부산","상급종합","직업환경의학과","2015년","13",
"부산","상급종합","예방의학과","2015년","7",
"부산","500병상이상","내과","2015년","72",
"부산","500병상이상","신경과","2015년","10",
"부산","500병상이상","정신건강의학과","2015년","7",
"부산","500병상이상","외과","2015년","19",
"부산","500병상이상","정형외과","2015년","19",
"부산","500병상이상","신경외과","2015년","12",
"부산","500병상이상","흉부외과","2015년","6",
"부산","500병상이상","성형외과","2015년","4",
"부산","500병상이상","마취통증의학과","2015년","14",
"부산","500병상이상","산부인과","2015년","8",
"부산","500병상이상","소아청소년과","2015년","10",
"부산","500병상이상","안과","2015년","10",
"부산","500병상이상","이비인후과","2015년","9",
"부산","500병상이상","피부과","2015년","6",
"부산","500병상이상","비뇨기과","2015년","11",
"부산","500병상이상","영상의학과","2015년","16",
"부산","500병상이상","방사선종양학과","2015년","3",
"부산","500병상이상","병리과","2015년","8",
"부산","500병상이상","진단검사의학과","2015년","6",
"부산","500병상이상","재활의학과","2015년","6",
"부산","500병상이상","핵의학과","2015년","2",
"부산","500병상이상","가정의학과","2015년","8",
"부산","500병상이상","응급의학과","2015년","7",
"부산","500병상이상","직업환경의학과","2015년","3",
"부산","500병상이상","예방의학과","2015년","1",
